lpermno,datadate,fyear,BE,MKTV.end.of.current.fiscal.year,MKTV.end.of.subsequent.fiscal.year,MKTV.june.of.current.fiscal.year,FF.49
52476,31/12/2011,2011,1930.2,4690.67794,6472.64376,4273.02512,34 BusSv
52476,31/12/2012,2012,2160.9,6472.64376,8407.28574,5609.8478,34 BusSv
52476,31/12/2013,2013,2564.4,8407.28574,9751.87069,7103.36327,34 BusSv
52476,31/12/2014,2014,2441.6,9751.87069,13194.67212,8839.94202,34 BusSv
52695,31/12/2010,2010,2245.248,9538.15282,13056.12812,7249.5072,42 Whlsl
52695,31/12/2011,2011,2704.503,13056.12812,14063.70315,10643.48846,42 Whlsl
52695,31/12/2012,2012,3099.349,14063.70315,17729.21304,13413.38306,42 Whlsl
52695,31/12/2013,2013,3318.869,17729.21304,17379.16487,17537.60522,42 Whlsl
52695,31/12/2014,2014,3257.507,17379.16487,12720.42351,17399.95037,42 Whlsl
52708,30/11/2010,2010,2608.949,2881.10625,3059.60325,2137.06285,18 Cnstr
52708,30/11/2011,2011,2696.468,3059.60325,6170.99727,2824.6845,18 Cnstr
52708,30/11/2012,2012,3422.064,6170.99727,6452.71072,4880.96719,18 Cnstr
52708,30/11/2013,2013,4180.701,6452.71072,7794.34102,5805.43132,18 Cnstr
52708,30/11/2014,2014,4838.97,7794.34102,8756.94422,7267.3677,18 Cnstr
52978,31/12/2010,2010,1616.485,6483.28688,4102.10637,5978.0772,6 Toys
52978,31/12/2011,2011,1418.712,4102.10637,4628.946,5928.61708,6 Toys
52978,31/12/2012,2012,1508.436,4628.946,7209.28054,4411.70298,6 Toys
52978,31/12/2013,2013,1683.888,7209.28054,6847.68474,5826.86891,6 Toys
52978,31/12/2014,2014,1470.314,6847.68474,8406.1912,6786.52735,6 Toys
53065,31/12/2010,2010,2307.5,5190.3657,4487.21329,3488.83021,34 BusSv
53065,31/12/2011,2011,2240.2,4487.21329,4753.89576,6108.675,34 BusSv
53065,31/12/2012,2012,2199.1,4753.89576,7367.4834,4807.03825,34 BusSv
53065,31/12/2013,2013,2215.2,7367.4834,8686.61633,6233.1909,34 BusSv
53065,31/12/2014,2014,2116.3,8686.61633,9459.78144,8265.48954,34 BusSv
53225,31/12/2010,2010,3320.769,3167.037,2445.4969,3246.075919,33 PerSv
53225,31/12/2011,2011,3147.257,2445.4969,2249.328328,2807.802967,33 PerSv
53225,31/12/2012,2012,3115.455,2249.328328,4122.533862,2388.336044,33 PerSv
53225,31/12/2013,2013,4078.802,4122.533862,4143.216966,3000.341478,33 PerSv
53613,31/08/2010,2010,8036,7994.336,6212.633,8438.211,37 Chips
53613,31/08/2011,2011,8486,6212.633,6478.09154,7509.172,37 Chips
53613,31/08/2012,2012,7701,6478.09154,23011.5,6420.63323,37 Chips
53613,31/08/2013,2013,9142,23011.5,37635.75,14827.251,37 Chips
53613,31/08/2014,2014,10998,37635.75,15391.92,35283.61785,37 Chips
53866,31/08/2010,2010,1473.713,6282.59835,6797.01846,5090.90137,43 Rtail
53866,31/08/2011,2011,1176.314,6797.01846,7336.72723,6428.14056,43 Rtail
53866,31/08/2012,2012,1365.881,7336.72723,7391.05217,7768.98576,43 Rtail
53866,31/08/2013,2013,1622.082,7391.05217,9057.74271,7162.72143,43 Rtail
54148,31/12/2010,2010,2135.167,2874.35456,2415.34811,3167.85348,18 Cnstr
54148,31/12/2011,2011,1938.615,2415.34811,7015.53488,2932.33992,18 Cnstr
54148,31/12/2012,2012,2189.616,7015.53488,7802.87109,4105.0443,18 Cnstr
54148,31/12/2013,2013,4648.952,7802.87109,7956.68128,7351.0647,18 Cnstr
54148,31/12/2014,2014,4804.954,7956.68128,6221.62134,7633.62432,18 Cnstr
54827,30/06/2010,2010,1985.131,2171.1232,2280.0616,1743.0144,37 Chips
54827,30/06/2011,2011,2368.266,2280.0616,2611.6548,2462.5812,37 Chips
55976,31/01/2011,2010,72183,192098.3364,204659.8927,178322.8274,43 Rtail
55976,31/01/2012,2011,75932,204659.8927,228245.5887,184531.8384,43 Rtail
55976,31/01/2013,2012,80716,228245.5887,254622.8987,235900.4785,43 Rtail
55976,31/01/2014,2013,81365,254622.8987,276807.5572,244079.7442,43 Rtail
55976,31/01/2015,2014,86065,276807.5572,196276.0409,241996.0274,43 Rtail
56274,31/05/2011,2010,5395.6,9928.8776,10892.2176,10390.41256,2 Food
56274,31/05/2012,2011,5097,10892.2176,11947.1165,10553.47671,2 Food
56274,31/05/2013,2012,6814.4,11947.1165,14167.7159,10770.38852,2 Food
56274,31/05/2014,2013,6698.5,14167.7159,15452.26876,14559.03358,2 Food
56274,31/05/2015,2014,6026,15452.26876,18251.52776,12499.82104,2 Food
56573,31/12/2010,2010,9557.211,26482.7154,22569.94503,20742.5808,21 Mach
56573,31/12/2011,2011,10134.745,22569.94503,28182.33369,28247.76801,21 Mach
56573,31/12/2012,2012,10805,28182.33369,37317.89904,25247.35884,21 Mach
56573,31/12/2013,2013,10210,37317.89904,37021.4498,31156.45061,21 Mach
56573,31/12/2014,2014,7157,37021.4498,33688.43856,36126.03016,21 Mach
57568,31/12/2010,2010,1604.8,6010.24405,5807.98153,4877.7939,40 Boxes
57568,31/12/2011,2011,1299.3,5807.98153,6884.877,6459.89544,40 Boxes
57568,31/12/2012,2012,1170.1,6884.877,7471.74078,6431.91925,40 Boxes
57568,31/12/2013,2013,1310.5,7471.74078,9333.97274,6179.61502,40 Boxes
57568,31/12/2014,2014,1065.5,9333.97274,9914.62633,8738.34416,40 Boxes
57665,31/05/2011,2010,9842.7,33132.96586,36013.37263,26730.2105,10 Clths
57665,31/05/2012,2011,10380.7,36013.37263,37220.112,34564.9172,10 Clths
57665,31/05/2013,2012,11155.7,37220.112,55959.98808,32338.06422,10 Clths
57665,31/05/2014,2013,10823.7,55959.98808,65761.88865,45573.03776,10 Clths
57665,31/05/2015,2014,12706.7,65761.88865,84750,54330.05655,10 Clths
57817,31/01/2011,2010,2021,9281.22,10410.46704,7052.60367,43 Rtail
57817,31/01/2012,2011,1956,10410.46704,10705.029,10228.74234,43 Rtail
57817,31/01/2013,2012,1913,10705.029,11949.4626,10336.0169,43 Rtail
57817,31/01/2014,2013,2080,11949.4626,15103.55055,11728.33992,43 Rtail
57817,31/01/2015,2014,2440,15103.55055,9158.46508,12904.6621,43 Rtail
57904,31/12/2010,2010,12758,26593.25823,20193.24888,20036.25321,46 Insur
57904,31/12/2011,2011,15779,20193.24888,24908.33984,21832.4694,46 Insur
57904,31/12/2012,2012,19528,24908.33984,31134.812,19916.31911,46 Insur
57904,31/12/2013,2013,17384,31134.812,27526.35983,27097.05512,46 Insur
57904,31/12/2014,2014,22697,27526.35983,25561.6661,28270.464,46 Insur
58246,31/12/2010,2010,6830.3,13424.12529,9558.41694,11305.6497,45 Banks
58246,31/12/2011,2011,7117.3,9558.41694,11983.9764,11075.99232,45 Banks
58246,31/12/2012,2012,7527,11983.9764,14687.85858,11068.59234,45 Banks
58246,31/12/2013,2013,7912,14687.85858,15730.5534,13903.9902,45 Banks
58246,31/12/2014,2014,8060.4,15730.5534,16529.80446,15126.91285,45 Banks
58683,31/12/2010,2010,8730,9697.30608,6664.14832,8270.80617,41 Trans
58683,31/12/2011,2011,9443,6664.14832,7556.90496,9041.14548,41 Trans
58683,31/12/2012,2012,9876,7556.90496,13126.22364,7078.0557,41 Trans
58683,31/12/2013,2013,10270,13126.22364,28724.44608,9310.40833,41 Trans
58683,31/12/2014,2014,10034,28724.44608,28004.2863,18582.90298,41 Trans
59010,31/01/2011,2010,4080,13601.9304,9058.05775,12660.53978,43 Rtail
59010,31/01/2012,2011,2755,9058.05775,14881.16576,9962.7106,43 Rtail
59010,31/01/2013,2012,2894,14881.16576,17545.943,13385.00448,43 Rtail
59010,31/01/2014,2013,3062,17545.943,17836.78536,19517.121,43 Rtail
59010,31/01/2015,2014,2983,17836.78536,9926.9794,18320.89668,43 Rtail
59176,31/12/2010,2010,16230,51665.55088,54787.10594,47690.022,45 Banks
59176,31/12/2011,2011,18794,54787.10594,64323.68376,62151.3618,45 Banks
59176,31/12/2012,2012,18886,64323.68376,97196.41783,66994.64573,45 Banks
59176,31/12/2013,2013,19496,97196.41783,96266.34808,82134.25164,45 Banks
59176,31/12/2014,2014,19923,96266.34808,68454.3093,100429.8564,45 Banks
59192,31/12/2010,2010,15530,18186.20412,19248.14384,16341.86772,46 Insur
59192,31/12/2011,2011,15723,19248.14384,19729.62208,18316.24245,46 Insur
59192,31/12/2012,2012,15989,19729.62208,24327.5688,19657.90464,46 Insur
59192,31/12/2013,2013,16097,24327.5688,24399.67458,21938.99445,46 Insur
59192,31/12/2014,2014,16311,24399.67458,30116.70784,22534.27462,46 Insur
59248,31/12/2010,2010,8265.5,9057.2874,7643.18576,7623.5292,4 Beer
59248,31/12/2011,2011,8103.5,7643.18576,7518.75927,8117.22294,4 Beer
59248,31/12/2012,2012,8915.4,7518.75927,10017.21615,7287.40896,4 Beer
59248,31/12/2013,2013,9550.3,10017.21615,13401.37872,8479.97838,4 Beer
59248,31/12/2014,2014,8647.6,13401.37872,16817.3152,13297.2588,4 Beer
59328,31/12/2010,2010,50356,115896.33,121250,108278.15,37 Chips
59328,31/12/2011,2011,48528,121250,101945.28,117492.32,37 Chips
59328,31/12/2012,2012,54615,101945.28,128918.485,133596.45,37 Chips
59328,31/12/2013,2013,62653,128918.485,172304.92,120689.63,37 Chips
59328,31/12/2014,2014,59640,172304.92,162776.25,152893.2,37 Chips
59408,31/12/2010,2010,211686,134535.861,56355.44832,144173.434,45 Banks
59408,31/12/2011,2011,211704,56355.44832,125133.4856,111057.2745,45 Banks
59408,31/12/2012,2012,218188,125133.4856,166071.7064,88153.33238,45 Banks
59408,31/12/2013,2013,219333,166071.7064,188139.2905,138635.6482,45 Banks
59408,31/12/2014,2014,224162,188139.2905,175242.0384,161625.6942,45 Banks
59459,31/12/2010,2010,25455,25654.455,24423.77841,24395.44575,46 Insur
59459,31/12/2011,2011,24477,24423.77841,27395.66718,24453.74736,46 Insur
59459,31/12/2012,2012,25743,27395.66718,32962.71672,24836.24976,46 Insur
59459,31/12/2013,2013,24796,32962.71672,35078.69,30083.32656,46 Insur
59459,31/12/2014,2014,24836,35078.69,34334.15634,32686.69104,46 Insur
60097,30/04/2011,2010,16188,39815.22484,40366.79325,39279.24936,12 MedEq
60097,30/04/2012,2011,17724,40366.79325,41485.90516,40878.90439,12 MedEq
60097,30/04/2013,2012,19011,41485.90516,57295.3065,39699.7992,12 MedEq
60097,30/04/2014,2013,19829,57295.3065,71067.6874,51851.54711,12 MedEq
60097,30/04/2015,2014,57930,71067.6874,108161.5195,63517.26568,12 MedEq
60206,31/12/2010,2010,1482.9,3290.57964,2944.86912,2365.17074,17 BldMt
60206,31/12/2011,2011,1639,2944.86912,4592.32062,3636.14856,17 BldMt
60206,31/12/2012,2012,1929.2,4592.32062,6368.588,3617.03625,17 BldMt
60206,31/12/2013,2013,2257,6368.588,7945.688501,5208.44074,17 BldMt
60206,31/12/2014,2014,2367,7945.688501,9950.8252,6902.48628,17 BldMt
60442,31/12/2010,2010,29595,31926.33312,30340.87904,29721.825,45 Banks
60442,31/12/2011,2011,32416,30340.87904,30838.00153,31374.5313,45 Banks
60442,31/12/2012,2012,35413,30838.00153,41280.93864,32313.99024,45 Banks
60442,31/12/2013,2013,38467,41280.93864,48006.1383,38605.59808,45 Banks
60442,31/12/2014,2014,40605,48006.1383,48398.98986,47564.18745,45 Banks
60506,31/12/2010,2010,5914,20923.366,13369.296,14516.2683,23 Autos
60506,31/12/2011,2011,6136.1,13369.296,15977.214,18673.395,23 Autos
60506,31/12/2012,2012,6720,15977.214,20963.931,13853.665,23 Autos
60506,31/12/2013,2013,7712.7,20963.931,24109.545,18984.908,23 Autos
60506,31/12/2014,2014,7666.8,24109.545,16651.62,22285.801,23 Autos
60599,31/12/2010,2010,12009.703,14000.91399,22974.9432,10006.49055,32 Telcm
60599,31/12/2011,2011,24650,22974.9432,24421.20768,24279.99392,32 Telcm
60599,31/12/2012,2012,22933,24421.20768,18825.61135,24532.68862,32 Telcm
60599,31/12/2013,2013,21944,18825.61135,22588.5039,21529.7761,32 Telcm
60599,31/12/2014,2014,19053,22588.5039,13812.94064,20733.4414,32 Telcm
60628,31/05/2011,2010,16556,29300.10321,26262.55884,21957.7509,41 Trans
60628,31/05/2012,2011,15563,26262.55884,28842.45464,29940.1613,41 Trans
60628,31/05/2013,2012,19050,28842.45464,44889.01956,28890.86248,41 Trans
60628,31/05/2014,2013,17391,44889.01956,49200.13558,31236.94602,41 Trans
60628,31/05/2015,2014,16740,49200.13558,41063.88161,44735.21208,41 Trans
60871,31/10/2010,2010,3201.517,11250.25851,10661.04458,8301.75066,37 Chips
60871,31/10/2011,2011,3796.673,10661.04458,12676.42134,11727.67476,37 Chips
60871,31/10/2012,2012,4166.489,12676.42134,15841.52185,11238.39246,37 Chips
60871,31/10/2013,2013,4745.613,15841.52185,17278.1016,13885.9149,37 Chips
60871,31/10/2014,2014,4993.688,17278.1016,17263.21452,16985.82015,37 Chips
60943,31/12/2010,2010,1576.8,3332.8606,3205.60128,2970.56504,9 Hshld
60943,31/12/2011,2011,1355,3205.60128,3845.6416,3483.80448,9 Hshld
60943,31/12/2012,2012,1504.1,3845.6416,4369.06834,2961.96114,9 Hshld
60943,31/12/2013,2013,1454.6,4369.06834,5864.20125,4442.57446,9 Hshld
60943,31/12/2014,2014,1188.3,5864.20125,5718.75392,4753.29908,9 Hshld
61241,31/12/2010,2010,1013,5576.82134,3763.3842,4929.0318,37 Chips
61241,31/12/2011,2011,1590,3763.3842,1708.6752,4805.93256,37 Chips
61241,31/12/2012,2012,538,1708.6752,2800.66869,4018.72977,37 Chips
61399,31/01/2011,2010,18579,34610.50032,31789.99818,29184.24358,43 Rtail
61399,31/01/2012,2011,17064,31789.99818,39948.52704,30351.2517,43 Rtail
61399,31/01/2013,2012,14312,39948.52704,51820.82695,33465.94524,43 Rtail
61399,31/01/2014,2013,12144,51820.82695,66936.1392,43861.8553,43 Rtail
61399,31/01/2015,2014,10065,66936.1392,69584.5842,47861.19484,43 Rtail
61621,31/05/2011,2010,1519.3,11179.25061,10911.32202,9387.19411,34 BusSv
61621,31/05/2012,2011,1645.1,10911.32202,11303.4816,11124.1728,34 BusSv
61621,31/05/2013,2012,1827,11303.4816,16627.37388,11394.26019,34 BusSv
61621,31/05/2014,2013,1846,16627.37388,16751.76876,13345.57332,34 BusSv
61621,31/05/2015,2014,1802.3,16751.76876,19068.9606,15090.39444,34 BusSv
61735,31/12/2010,2010,8914,15179.38915,15129.9252,10000.83328,46 Insur
61735,31/12/2011,2011,8379,15129.9252,17721.07187,16956.7533,46 Insur
61735,31/12/2012,2012,8068,17721.07187,25254.91672,15270.11472,46 Insur
61735,31/12/2013,2013,8565,25254.91672,27039.54171,19892.2581,46 Insur
61735,31/12/2014,2014,6884,27039.54171,25257.88657,26711.23455,46 Insur
61815,31/12/2010,2010,8958,15072.1776,16673.61594,10535.12625,30 Oil
61815,31/12/2011,2011,9324,16673.61594,18098.63034,15816.64758,30 Oil
61815,31/12/2012,2012,10476,18098.63034,24470.35647,15079.89334,30 Oil
61815,31/12/2013,2013,11625,24470.35647,17162.87751,21532.02512,30 Oil
61815,31/12/2014,2014,12841,17162.87751,14112.28322,27942.9204,30 Oil
62092,31/12/2010,2010,17045.4,22004.38208,17011.2516,20130.4143,38 LabEq
62092,31/12/2011,2011,17269,17011.2516,22974.5127,24678.04701,38 LabEq
62092,31/12/2012,2012,17511.9,22974.5127,40238.21545,19066.69873,38 LabEq
62092,31/12/2013,2013,18466,40238.21545,50119.13225,30477.54801,38 LabEq
62092,31/12/2014,2014,23978.8,50119.13225,56612.05529,47074.684,38 LabEq
62148,31/12/2010,2010,15739,24176.09285,22112.01018,19317.28638,41 Trans
62148,31/12/2011,2011,16056,22112.01018,20349.08794,28914.47208,41 Trans
62148,31/12/2012,2012,17084,20349.08794,29163.40098,23235.57288,41 Trans
62148,31/12/2013,2013,19145,29163.40098,36063.23331,23699.27559,41 Trans
62148,31/12/2014,2014,20010,36063.23331,25067.7,30944.42403,41 Trans
62308,31/12/2010,2010,4016.241,4782.42596,4423.1766,4085.41667,46 Insur
62308,31/12/2011,2011,4228.908,4423.1766,4905.0331,4878.23184,46 Insur
62308,31/12/2012,2012,4361.786,4905.0331,7066.323,4976.90025,46 Insur
62308,31/12/2013,2013,3776.342,7066.323,6968.59131,6024.60318,46 Insur
62308,31/12/2014,2014,4697.466,6968.59131,7049.5428,7193.47712,46 Insur
63765,31/12/2010,2010,4095.168,12980.08769,11125.94766,13376.85888,31 Util
63765,31/12/2011,2011,5556.102,11125.94766,11705.29373,14917.99488,31 Util
63765,31/12/2012,2012,4085.01,11705.29373,13834.44549,11147.56125,31 Util
63765,31/12/2013,2013,5154.359,13834.44549,9636.50835,12841.09866,31 Util
63765,31/12/2014,2014,6613,9636.50835,2733.64569,16061.29077,31 Util
63830,31/03/2011,2010,7355.9,19853.714,23761.06866,14634.81232,24 Aero
63830,31/03/2012,2011,8619.8,23761.06866,27567.80796,23689.18196,24 Aero
63830,31/03/2013,2012,10544.8,27567.80796,39117.43935,23877.69883,24 Aero
63830,31/03/2014,2013,12333,39117.43935,34333.34904,33015.53934,24 Aero
63830,31/03/2015,2014,11853,34333.34904,31921.7905,36538.17975,24 Aero
64186,31/12/2010,2010,6645,9931.9272,11989.488,8593.5255,46 Insur
64186,31/12/2011,2011,8344,11989.488,15283.6794,13915.36367,46 Insur
64186,31/12/2012,2012,9769,15283.6794,24180.52176,12686.124,46 Insur
64186,31/12/2013,2013,10567,24180.52176,26919.09489,20682.99178,46 Insur
64186,31/12/2014,2014,10774,26919.09489,37694.608,24707.83247,46 Insur
64282,31/01/2011,2010,1678,9912.02296,11957.7225,7176.96537,43 Rtail
64282,31/01/2012,2011,320,11957.7225,13570.78632,11826.33565,43 Rtail
64282,31/01/2013,2012,-815,13570.78632,17953.9417,12474.64442,43 Rtail
64282,31/01/2014,2013,-160,17953.9417,25331.6271,14252.162,43 Rtail
64282,31/01/2015,2014,279,25331.6271,27733.56588,17125.37638,43 Rtail
64311,31/12/2010,2010,17757,22827.02904,24488.68316,19631.4708,41 Trans
64311,31/12/2011,2011,17397,24488.68316,19544.09912,26466.54981,41 Trans
64311,31/12/2012,2012,17592,19544.09912,28676.1153,23380.01051,41 Trans
64311,31/12/2013,2013,19831,28676.1153,33917.93762,22891.1432,41 Trans
64311,31/12/2014,2014,21225,33917.93762,25256.0363,31902.82738,41 Trans
64390,31/12/2010,2010,6048.9,13177.784,11973.287,12550.31856,46 Insur
64390,31/12/2011,2011,5806.7,11973.287,12760.2039,13860.654,46 Insur
64390,31/12/2012,2012,6007,12760.2039,16353.819,12700.051,46 Insur
64390,31/12/2013,2013,6217.9,16353.819,15864.722,15313.008,46 Insur
64390,31/12/2014,2014,7027.5,15864.722,18577.56,15013.12,46 Insur
64653,31/12/2010,2010,5280.571,17274.3615,23000.59485,14930.01903,48 Fin
64653,31/12/2011,2011,5176.938,23000.59485,24882.8206,19453.98234,48 Fin
64653,31/12/2012,2012,5256.256,24882.8206,25899.52484,24764.8709,48 Fin
64653,31/12/2013,2013,5229.23,25899.52484,31928.40283,26351.14047,48 Fin
64653,31/12/2014,2014,5155.796,31928.40283,42890.7412,29564.73073,48 Fin
64899,28/02/2011,2010,3135,524.21544,489.70764,372.68833,4 Beer
64899,29/02/2012,2011,3284.7,489.70764,825.96275,495.579,4 Beer
64899,28/02/2013,2012,3459.9,825.96275,1641.7308,635.58,4 Beer
64899,28/02/2014,2013,5743.9,1641.7308,2295.06444,1223.58082,4 Beer
64899,28/02/2015,2014,6589.6,2295.06444,3332.68026,2063.44251,4 Beer
64936,31/12/2010,2010,16705,24799.30176,30234.95188,23091.13196,31 Util
64936,31/12/2011,2011,16662,30234.95188,29764.798,27793.76946,31 Util
64936,31/12/2012,2012,16368,29764.798,37548.40484,30860.946,31 Util
64936,31/12/2013,2013,18756,37548.40484,44902.7559,32823.55032,31 Util
64936,31/12/2014,2014,18999,44902.7559,40268.39176,41624.64,31 Util
64995,31/12/2010,2010,8380,7792.16835,7327.70872,6760.69426,45 Banks
64995,31/12/2011,2011,9614,7327.70872,7861.29932,7920.28062,45 Banks
64995,31/12/2012,2012,9980,7861.29932,12033.33824,7377.28038,45 Banks
64995,31/12/2013,2013,10012,12033.33824,12041.9175,10162.4304,45 Banks
64995,31/12/2014,2014,10239,12041.9175,11018.49073,12657.70333,45 Banks
65330,31/03/2011,2010,6036.577,5549.31,3361.54065,4583.94211,48 Fin
65330,31/03/2012,2011,5919.858,3361.54065,3387.65836,4871.01888,48 Fin
65330,31/03/2013,2012,4979.649,3387.65836,5245.12284,3693.85686,48 Fin
65330,31/03/2014,2013,4990.307,5245.12284,6090.0507,3879.41302,48 Fin
65330,31/03/2015,2014,4847.11,6090.0507,4226.20867,5982.95124,48 Fin
65875,31/12/2010,2010,61387,101142.2957,113583.3709,79205.03064,32 Telcm
65875,31/12/2011,2011,61030,113583.3709,123492.58,105326.5739,32 Telcm
65875,31/12/2012,2012,57834,123492.58,140540.4,126255.5065,32 Telcm
65875,31/12/2013,2013,67475,140540.4,194124.0887,144022.74,32 Telcm
65875,31/12/2014,2014,53876,194124.0887,188063.3101,202626.4206,32 Telcm
65947,31/12/2010,2010,4311.184,6908.2764,10348.64887,5227.59744,48 Fin
65947,31/12/2011,2011,6114.347,10348.64887,15915.90978,9267.36951,48 Fin
65947,31/12/2012,2012,9271.884,15915.90978,15464.10547,12510.0723,48 Fin
65947,31/12/2013,2013,10397.222,15464.10547,24795.09158,18864.45399,48 Fin
65947,31/12/2014,2014,12168.903,24795.09158,24074.4564,19119.61428,48 Fin
66093,31/12/2010,2010,133717,173635.8,179202.24,142938.71,32 Telcm
66093,31/12/2011,2011,131282,179202.24,191472.8,186010.02,32 Telcm
66093,31/12/2012,2012,120853,191472.8,185222.88,209074.58,32 Telcm
66093,31/12/2013,2013,127296,185222.88,174231.33,190452,32 Telcm
66093,31/12/2014,2014,123914,174231.33,211690.32,183536.3982,32 Telcm
66157,31/12/2010,2010,27589,51736.73979,51622.3282,42842.5809,45 Banks
66157,31/12/2011,2011,31372,51622.3282,60059.04974,49148.8415,45 Banks
66157,31/12/2012,2012,34229,60059.04974,73782.722,60917.1504,45 Banks
66157,31/12/2013,2013,36357,73782.722,80432.9007,66864.5583,45 Banks
66157,31/12/2014,2014,38723,80432.9007,74637.38259,78632.298,45 Banks
66181,31/01/2011,2010,19161,57457.06426,64807.51872,47167.53678,43 Rtail
66181,31/01/2012,2011,18238,64807.51872,92476.82115,57671.1139,43 Rtail
66181,31/01/2013,2012,18096,92476.82115,115953.4112,81109.77938,43 Rtail
66181,31/01/2014,2013,13036,115953.4112,138332.3002,113167.8661,43 Rtail
66181,31/01/2015,2014,9964,138332.3002,167677.2623,110722.2723,43 Rtail
66325,31/12/2010,2010,4446.578,6113.5781,6820.6,5046.98406,45 Banks
66325,31/12/2011,2011,4678,6820.6,7759.89,8865.94701,45 Banks
66325,31/12/2012,2012,4495,7759.89,11274.12,7374.30542,45 Banks
66325,31/12/2013,2013,5072,11274.12,4320.56,9971.28054,45 Banks
66384,30/06/2010,2010,4709,7790.22,7235.8005,6911.918,35 Hardw
66384,30/06/2011,2011,5488,7235.8005,10240.09,8454.78476,35 Hardw
66384,30/06/2012,2012,7669,10240.09,19878.427,7498.08,35 Hardw
66384,30/06/2013,2013,7893,19878.427,25707.861,14715.33,35 Hardw
66384,30/06/2014,2014,8842,25707.861,13931.6,21598.2,35 Hardw
66800,31/12/2010,2010,36171,38728.59156,44061.9968,4651.84524,46 Insur
66800,31/12/2011,2011,104951,44061.9968,52113.8842,55612.65136,46 Insur
66800,31/12/2012,2012,98773,52113.8842,75163.2633,57569.90926,46 Insur
66800,31/12/2013,2013,101202,75163.2633,78409.07112,65992.6215,46 Insur
66800,31/12/2014,2014,107492,78409.07112,76657.69561,78958.10242,46 Insur
67467,31/01/2011,2010,946.793,2298.75528,2477.16928,2604.52067,43 Rtail
67467,31/01/2012,2011,823.233,2477.16928,1647.66324,2491.91865,43 Rtail
67467,31/01/2013,2012,760.835,1647.66324,1885.15478,2598.48616,43 Rtail
67598,31/12/2010,2010,7661.867,13424.48705,16927.59369,9933.03225,48 Fin
67598,31/12/2011,2011,8737.982,16927.59369,20454.5446,14897.13063,48 Fin
67598,31/12/2012,2012,10551.237,20454.5446,16596.53296,18894.3457,48 Fin
67598,31/12/2013,2013,10723.3,16596.53296,20221.34989,20651.84384,48 Fin
67598,31/12/2014,2014,10735.297,20221.34989,17783.20608,18960.23324,48 Fin
68144,31/12/2010,2010,18059,14753.79009,9504.8469,11647.3671,45 Banks
68144,31/12/2011,2011,19684,9504.8469,15275.80215,13851.7362,45 Banks
68144,31/12/2012,2012,20146,15275.80215,19733.17842,13039.83487,45 Banks
68144,31/12/2013,2013,20578,19733.17842,21849.0064,17053.23004,45 Banks
68144,31/12/2014,2014,21672,21849.0064,21831.82092,21345.69058,45 Banks
68591,31/12/2010,2010,4682.174,14643.585,10941.3227,11793.34584,12 MedEq
68591,31/12/2011,2011,4753.199,10941.3227,11137.51678,15679.568,12 MedEq
68591,31/12/2012,2012,4417,11137.51678,18077.81535,12515.05762,12 MedEq
68591,31/12/2013,2013,4471,18077.81535,18592.92239,12929.85369,12 MedEq
68591,31/12/2014,2014,4439,18592.92239,17459.9082,19682.58125,12 MedEq
68857,31/12/2010,2010,-6296.918,8314.28496,3203.96508,6035.84989,32 Telcm
68857,31/12/2011,2011,-5495.309,3203.96508,3122.78868,8457.53349,32 Telcm
68857,31/12/2012,2012,-5363.259,3122.78868,3827.40952,2883.42498,32 Telcm
68857,31/12/2013,2013,-4714.274,3827.40952,4530.31488,3581.7349,32 Telcm
68857,31/12/2014,2014,-4430.381,4530.31488,7100.3658,3820.50135,32 Telcm
69032,31/12/2010,2010,47614,41165.38317,29161.59226,32443.37899,48 Fin
69032,31/12/2011,2011,60541,29161.59226,37748.9984,35542.58058,48 Fin
69032,31/12/2012,2012,60601,37748.9984,61194.0224,28855.75184,48 Fin
69032,31/12/2013,2013,62701,61194.0224,75947.2364,47885.60945,48 Fin
69032,31/12/2014,2014,64880,75947.2364,61591.28544,63731.96735,48 Fin
69550,31/12/2010,2010,4079.973,9215.0043,9156.50988,5271.39216,13 Drugs
69550,31/12/2011,2011,3800.69,9156.50988,10848.37725,10513.24385,13 Drugs
69550,31/12/2012,2012,3614.977,10848.37725,16127.6136,8672.77943,13 Drugs
69550,31/12/2013,2013,3410.347,16127.6136,21151.32051,11844.21306,13 Drugs
69550,31/12/2014,2014,3491.3,21151.32051,27486.10601,19281.79008,13 Drugs
69796,28/02/2011,2010,3135,4156.669,3696.60213,2924.03276,4 Beer
69796,29/02/2012,2011,3284.7,3696.60213,5624.81582,3969.52038,4 Beer
69796,28/02/2013,2012,3459.9,5624.81582,11674.2825,4152.6276,4 Beer
69796,28/02/2014,2013,5743.9,11674.2825,16638.34245,8587.49968,4 Beer
69796,28/02/2015,2014,6589.6,16638.34245,24663.20112,14893.61748,4 Beer
70033,31/12/2010,2010,2206.866,8166.03312,9032.26077,5234.09796,9 Hshld
70033,31/12/2011,2011,2420.256,9032.26077,11048.17814,9680.06384,9 Hshld
70033,31/12/2012,2012,2557.624,11048.17814,15309.51792,10587.36387,9 Hshld
70033,31/12/2013,2013,3058.985,15309.51792,14122.40388,12287.29998,9 Hshld
70033,31/12/2014,2014,2909.286,14122.40388,8708.5254,15252.8651,9 Hshld
70308,31/03/2011,2010,2457.836,5251.26204,5927.4432,5191.834,42 Whlsl
70308,31/03/2012,2011,2544.215,5927.4432,7129.93158,5498.06996,42 Whlsl
