lpermno,datadate,fyear,BE,MKTV.end.of.current.fiscal.year,MKTV.end.of.subsequent.fiscal.year,MKTV.june.of.current.fiscal.year,FF.49
86946,31/12/2012,2012,5718,23157.21564,27017.29546,25643.87805,5 Smoke
86946,31/12/2013,2013,5825,27017.29546,34145.62268,26463.32374,5 Smoke
86946,31/12/2014,2014,4905,34145.62268,65953.01115,32349.22945,5 Smoke
86964,30/09/2010,2010,1003.698,10508.07712,8401.41428,5484.02289,36 Softw
86964,30/09/2011,2011,1105.436,8401.41428,7633.4641,8900.15175,36 Softw
86964,30/09/2012,2012,1329.4,7633.4641,6908.9944,7866.53428,36 Softw
86964,30/09/2013,2013,1544.058,6908.9944,9481.282945,5387.384,36 Softw
86964,30/09/2014,2014,1372.939,9481.282945,6666.09696,8292.8076,36 Softw
86979,31/12/2010,2010,6608.2,19316.61784,10735.82328,12006.49198,35 Hardw
86979,31/12/2011,2011,7089.182,10735.82328,10141.36025,16791.6735,35 Hardw
86979,31/12/2012,2012,7036.5,10141.36025,11397.94028,8636.92788,35 Hardw
86979,31/12/2013,2013,7355.5,11397.94028,9654.94008,9775.76474,35 Hardw
86979,31/12/2014,2014,5026.5,9654.94008,10649.5152,11626.11948,35 Hardw
87055,31/08/2010,2010,11073,31521.47025,36238.28428,24077.60756,43 Rtail
87055,31/08/2011,2011,12389,36238.28428,43010.34228,35567.92812,43 Rtail
87055,31/08/2012,2012,12773,43010.34228,52335.71244,41072.775,43 Rtail
87055,31/08/2013,2013,11283,52335.71244,62441.442,48284.14988,43 Rtail
87055,31/08/2014,2014,12732,62441.442,71023.9855,50474.16736,43 Rtail
87070,31/12/2010,2010,5510.238,6710.38732,3297.31875,6450.98475,45 Banks
87070,31/12/2011,2011,4560.44,3297.31875,4296.04647,4313.73852,45 Banks
87070,31/12/2012,2012,4699.808,4296.04647,4983.25521,3364.20721,45 Banks
87070,31/12/2013,2013,4742.576,4983.25521,5358.85372,4848.244325,45 Banks
87137,31/12/2010,2010,22009,33908.469,25041.8,27225.148,30 Oil
87137,31/12/2011,2011,26193,25041.8,21076.2,33336.63,30 Oil
87137,31/12/2012,2012,25971,21076.2,25119.22,23451.156,30 Oil
87137,31/12/2013,2013,25292,25119.22,25041.011,21061.82736,30 Oil
87137,31/12/2014,2014,27783,25041.011,13152,32387.26,30 Oil
87184,28/02/2011,2010,1290.699,8700.02265,7962.32231,5462.425,36 Softw
87184,29/02/2012,2011,1398.817,7962.32231,10238.492,8857.0935,36 Softw
87184,28/02/2013,2012,1525.879,10238.492,10619.52396,10894.87904,36 Softw
87184,28/02/2014,2013,1578.706,10619.52396,12986.01308,9052.03908,36 Softw
87184,28/02/2015,2014,1294.447,12986.01308,15137.91643,10421.49012,36 Softw
87267,31/12/2011,2011,30371,24784.27339,35044.99497,25380.10739,48 Fin
87267,31/12/2012,2012,30696,35044.99497,52878.9723,27976.82773,48 Fin
87267,31/12/2013,2013,31545,52878.9723,59073.91784,43331.62409,48 Fin
87267,31/12/2014,2014,32355,59073.91784,55842.89472,53315.03447,48 Fin
87299,31/12/2010,2010,2177.605,8779.67115,5729.8614,7368.64796,36 Softw
87299,31/12/2011,2011,2156.25,5729.8614,7273.10253,5852.85354,36 Softw
87299,31/12/2012,2012,2345.754,7273.10253,8425.45158,5647.40425,36 Softw
87299,31/12/2013,2013,2634.168,8425.45158,11225.83096,7578.79325,36 Softw
87299,31/12/2014,2014,2984.634,11225.83096,9326.66756,10885.1662,36 Softw
87432,31/10/2010,2010,3299,14401.23372,12160.00625,9895.43109,38 LabEq
87432,31/10/2011,2011,4350,12160.00625,14244.4589,17788.57995,38 LabEq
87432,31/10/2012,2012,5385,14244.4589,18976.15671,13635.93924,38 LabEq
87432,31/10/2013,2013,5499,18976.15671,13728.08268,14729.79376,38 LabEq
87432,31/10/2014,2014,5435,13728.08268,13888.06951,19142.51184,38 LabEq
87447,31/12/2010,2010,9849,52904.07006,52962.18694,40980.08571,41 Trans
87447,31/12/2011,2011,8935,52962.18694,53349.25848,53807.09763,41 Trans
87447,31/12/2012,2012,4701,53349.25848,75213.1116,57158.73108,41 Trans
87447,31/12/2013,2013,7718,75213.1116,79094.67575,62670.7588,41 Trans
87447,31/12/2014,2014,2224,79094.67575,66989.84089,72497.05476,41 Trans
87657,31/12/2011,2011,1337.9,8065.1025,10406.60987,9997.71522,12 MedEq
87657,31/12/2012,2012,1481.1,10406.60987,7194.60432,11838.0767,12 MedEq
87657,31/12/2013,2013,1563.1,7194.60432,13626.34812,7591.0464,12 MedEq
87657,31/12/2014,2014,2194.9,13626.34812,17036.7758,9055.60496,12 MedEq
87717,31/12/2010,2010,1809.953,11577.8208,8683.68384,7316.74118,41 Trans
87717,31/12/2011,2011,2064.251,8683.68384,8162.8036,10851.87048,41 Trans
87717,31/12/2012,2012,2106.696,8162.8036,8962.97025,8157.03,41 Trans
87717,31/12/2013,2013,2143.064,8962.97025,8549.77416,7848.45084,41 Trans
87717,31/12/2014,2014,1903.922,8549.77416,8211.2217,8612.83392,41 Trans
87842,31/12/2010,2010,48406,43784.7322,32977.02812,30968.93952,46 Insur
87842,31/12/2011,2011,65232,32977.02812,35938.98936,46372.3448,46 Insur
87842,31/12/2012,2012,71046,35938.98936,60447.39344,32763.6255,46 Insur
87842,31/12/2013,2013,66096,60447.39344,61448.51178,50107.79488,46 Insur
87842,31/12/2014,2014,81774,61448.51178,53591.48946,62537.05812,46 Insur
88031,31/12/2012,2012,644.397,8759.60384,11305.52694,12561.1752,3 Soda
88031,31/12/2013,2013,992.279,11305.52694,18436.29425,10180.81295,3 Soda
88031,31/12/2014,2014,1515.15,18436.29425,30223.98603,11874.15613,3 Soda
88313,31/12/2010,2010,1581.8,2383.18562,1177.40814,1631.48688,48 Fin
88352,31/12/2010,2010,2037.4,10026.475,18196.29339,12435.428,12 MedEq
88352,31/12/2011,2011,2645.6,18196.29339,19663.837,14549.50061,12 MedEq
88352,31/12/2012,2012,3580.1,19663.837,14671.85562,22096.2202,12 MedEq
88352,31/12/2013,2013,3501.4,14671.85562,19835.25,20093.44,12 MedEq
88352,31/12/2014,2014,3379.4,19835.25,20426.38288,14824.79964,12 MedEq
88590,31/12/2010,2010,-654.4,4089.06708,3637.41147,3382.10968,34 BusSv
88590,31/12/2011,2011,-743.9,3637.41147,3505.03725,3732.12924,34 BusSv
88590,31/12/2012,2012,-1017.4,3505.03725,4684.14,3406.48088,34 BusSv
88590,31/12/2013,2013,-1048.4,4684.14,4343.6736,3892.7377,34 BusSv
88590,31/12/2014,2014,-1203.3,4343.6736,3755.30269,4079.1632,34 BusSv
88661,30/06/2010,2010,1505.293,16392.83311,17813.05904,11151.58775,10 Clths
88661,30/06/2011,2011,1612.569,17813.05904,15747.6319,18770.10372,10 Clths
88661,30/06/2012,2012,2012.334,15747.6319,15742.38819,16805.45608,10 Clths
88661,30/06/2013,2013,2461.383,15742.38819,10351.1604,16041.83328,10 Clths
88661,30/06/2014,2014,2480.368,10351.1604,9083.16414,9373.94068,10 Clths
88668,31/08/2010,2010,10206,37358.16908,37511.62415,25215.69076,1 Agric
88668,31/08/2011,2011,11697,37511.62415,50633.964,38789.6769,1 Agric
88668,31/08/2012,2012,12146,50633.964,61178.14395,44117.601,1 Agric
88668,31/08/2013,2013,13028,61178.14395,57775.93094,52743.4908,1 Agric
88668,31/08/2014,2014,8384,57775.93094,43375.10484,65437.85556,1 Agric
88837,31/12/2012,2012,3534.263,7970.374,9013.9785,7461.76375,37 Chips
88837,31/12/2013,2013,3661.464,9013.9785,10133.58645,7064.61589,37 Chips
88837,31/12/2014,2014,3442.864,10133.58645,7051.96674,11730.3144,37 Chips
88845,31/12/2010,2010,9890.8,12207.051,15285.437,11208.862,46 Insur
88845,31/12/2011,2011,10329,15285.437,15494.81659,16732.155,46 Insur
88845,31/12/2012,2012,10879.3,15494.81659,25206.825,13468.698,46 Insur
88845,31/12/2013,2013,14889.7,25206.825,31241.511,24033.75084,46 Insur
88845,31/12/2014,2014,15350.1,31241.511,37701.444,28977.992,46 Insur
88853,31/12/2010,2010,3496.999,11846.75792,8525.616,7596.28,18 Cnstr
88853,31/12/2011,2011,3395.525,8525.616,9780.73866,11269.07412,18 Cnstr
88853,31/12/2012,2012,3341.295,9780.73866,13115.61237,8344.33146,18 Cnstr
88853,31/12/2013,2013,3756.987,13115.61237,9471.67923,9659.99763,18 Cnstr
88853,31/12/2014,2014,3110.871,9471.67923,6686.91864,12238.0198,18 Cnstr
88991,31/12/2010,2010,5200.5,17251.43924,8968.63814,10517.87009,29 Coal
88991,31/12/2011,2011,6039.3,8968.63814,7141.75146,15949.11667,29 Coal
88991,31/12/2012,2012,5482.2,7141.75146,5269.79943,6675.6926,29 Coal
88991,31/12/2013,2013,3949.6,5269.79943,2100.99204,3947.36856,29 Coal
89002,31/12/2013,2013,1131.518,12808.1086,18312.92036,8904.14158,34 BusSv
89002,31/12/2014,2014,3086.555,18312.92036,16908.93727,15246,34 BusSv
89003,31/12/2010,2010,7262.5,8243.32179,7962.93389,10100.06334,34 BusSv
89003,31/12/2011,2011,7375.5,7962.93389,10206.22238,9415.24331,34 BusSv
89003,31/12/2012,2012,7462.7,10206.22238,15628.01944,10046.92032,34 BusSv
89003,31/12/2013,2013,7404.1,15628.01944,17649.3122,12556.91808,34 BusSv
89003,31/12/2014,2014,7431.1,17649.3122,19634.0364,15754.00778,34 BusSv
89004,31/12/2010,2010,1405.6,10643.50501,12445.41663,6403.03472,21 Mach
89004,31/12/2011,2011,1536.5,12445.41663,10181.9759,10764.24633,21 Mach
89004,31/12/2012,2012,1894.8,10181.9759,12352.31169,9378.87302,21 Mach
89004,31/12/2013,2013,2407.5,12352.31169,10953.34664,13206.68352,21 Mach
89004,31/12/2014,2014,2510.6,10953.34664,6613.6998,14362.74795,21 Mach
89006,31/12/2010,2010,43818,55040.84874,66005.74264,48817.552,2 Food
89006,31/12/2011,2011,41955,66005.74264,45255.68779,61929.97148,2 Food
89006,31/12/2012,2012,38517,45255.68779,60200.5141,68504.11738,2 Food
89006,31/12/2013,2013,38655,60200.5141,60431.75933,50910.44409,2 Food
89006,31/12/2014,2014,33262,60431.75933,70848.67972,63445.09881,2 Food
89014,30/09/2010,2010,1496,9035.19384,8221.22686,8362.39635,24 Aero
89014,30/09/2011,2011,1535,8221.22686,8038.04694,9503.52957,24 Aero
89014,30/09/2012,2012,1260,8038.04694,9993.09696,7157.5266,24 Aero
89014,30/09/2013,2013,1620,9993.09696,11231.27808,8602.89811,24 Aero
89014,30/09/2014,2014,1885,11231.27808,12119.5438,10587.89186,24 Aero
89070,31/12/2010,2010,5771.3,10598.74024,9571.63534,10961.7724,12 MedEq
89070,31/12/2011,2011,5507.2,9571.63534,11565.64332,12131.9352,12 MedEq
89070,31/12/2012,2012,5860.9,11565.64332,15933.71939,11336.24168,12 MedEq
89070,31/12/2013,2013,6297.3,15933.71939,19208.13068,12617.19816,12 MedEq
89070,31/12/2014,2014,6520.8,19208.13068,20905.7902,17429.68134,12 MedEq
89071,31/08/2011,2011,3951.208,34450.93507,42848.211,38936.03766,34 BusSv
89071,31/08/2012,2012,4251.377,42848.211,52373.3178,38145.19209,34 BusSv
89071,31/08/2013,2013,5135.004,52373.3178,56098.20099,46486.16,34 BusSv
89071,31/08/2014,2014,5930.711,56098.20099,65617.013,51029.60328,34 BusSv
89105,31/10/2011,2011,1964.918,7881.22125,6760.29732,9979.91388,21 Mach
89105,31/10/2012,2012,2643.382,6760.29732,5967.85168,6004.53012,21 Mach
89105,31/10/2013,2013,2908.749,5967.85168,4529.69892,5156.94339,21 Mach
89105,31/10/2014,2014,2895.417,4529.69892,1234.87208,6152.51938,21 Mach
89155,30/11/2010,2010,1502.2,581.24676,627.228,471.995188,2 Food
89155,30/11/2011,2011,1673.2,627.228,783.8189037,620.42049,2 Food
89155,30/11/2012,2012,1739.7,783.8189037,838.5282,755.25,2 Food
89155,30/11/2013,2013,2071.8,838.5282,894.48722,867.0795,2 Food
89155,30/11/2014,2014,1900.4,894.48722,1005.19142,867.92606,2 Food
89179,31/12/2010,2010,26399.5,22380.6646,23045.79125,20902.25991,46 Insur
89179,31/12/2011,2011,26012.2,23045.79125,18498.6626,28921.42951,46 Insur
89179,31/12/2012,2012,27183.7,18498.6626,27293.57663,21103.6457,46 Insur
89179,31/12/2013,2013,28090.4,27293.57663,33923.48547,24581.70792,46 Insur
89179,31/12/2014,2014,27477.3,33923.48547,36403.6008,30095.50392,46 Insur
89195,31/12/2010,2010,9587.7,10430.69368,7506.813,7494.42432,48 Fin
89195,31/12/2011,2011,9620.4,7506.813,8373.10124,9774.52398,48 Fin
89195,31/12/2012,2012,9829.7,8373.10124,14515.3847,7872.64597,48 Fin
89195,31/12/2013,2013,9958.2,14515.3847,15253.06398,10988.579,48 Fin
89195,31/12/2014,2014,10669.3,15253.06398,13167.93998,14852.78088,48 Fin
89258,31/12/2010,2010,32415,28377.41979,23556.4,24898.24,46 Insur
89258,31/12/2011,2011,37223,23556.4,24638.46,30904.74,46 Insur
89258,31/12/2012,2012,38575,24638.46,42513.42,22616.81,46 Insur
89258,31/12/2013,2013,35278,42513.42,41249.76,33885.92,46 Insur
89258,31/12/2014,2014,41770,41249.76,36553.09,40834.2,46 Insur
89301,31/01/2011,2010,2972.2,3463.96336,3291.91112,2847.4366,43 Rtail
89301,31/01/2012,2011,3109.2,3291.91112,3040.4062,3772.28481,43 Rtail
89301,31/01/2013,2012,2317.8,3040.4062,5704.84986,2392.2162,43 Rtail
89301,31/01/2014,2013,2288.8,5704.84986,3667.807,4944.03093,43 Rtail
89301,31/01/2015,2014,2163.6,3667.807,2934.9468,4607.83326,43 Rtail
89393,31/12/2010,2010,290.164,9273.7974,3838.59671,5688.6967,7 Fun
89393,31/12/2011,2011,642.81,3838.59671,5146.80033,13800.68184,7 Fun
89393,31/12/2012,2012,744.673,5146.80033,21945.50979,3803.24599,7 Fun
89393,31/12/2013,2013,1333.561,21945.50979,20638.70916,12437.84498,7 Fun
89393,31/12/2014,2014,1857.708,20638.70916,48947.7772,26476.0952,7 Fun
89508,28/02/2011,2010,2291.63,7168.3774,6901.5864,4450.5554,43 Rtail
89508,29/02/2012,2011,2673.112,6901.5864,8567.26618,7468.89257,43 Rtail
89508,28/02/2013,2012,3019.167,8567.26618,10496.18056,5919.3783,43 Rtail
89508,28/02/2014,2013,3316.997,10496.18056,14042.92044,10346.5332,43 Rtail
89508,28/02/2015,2014,3156.785,14042.92044,10662.47511,11363.30083,43 Rtail
89509,31/12/2014,2014,6255.338,9248.394,8451.7728,12485.75505,30 Oil
89525,31/12/2010,2010,72600,45468.8923,49069.9789,35947.37133,32 Telcm
89525,31/12/2011,2011,77206,49069.9789,77319.8824,52443.4106,32 Telcm
89525,31/12/2012,2012,79466,77319.8824,107546.2444,66164.7923,32 Telcm
89525,31/12/2013,2013,82629,107546.2444,123627.3154,86405.3825,32 Telcm
89525,31/12/2014,2014,85670,123627.3154,137291.5942,111095.5912,32 Telcm
89533,31/12/2010,2010,2314.829,12938.464,11105.68137,9418.42976,7 Fun
89533,31/12/2011,2011,2143.316,11105.68137,11346.52883,17934.17343,7 Fun
89533,31/12/2012,2012,-213.538,11346.52883,19652.49933,10426.24556,7 Fun
89533,31/12/2013,2013,-170.164,19652.49933,15090.06463,12938.02294,7 Fun
89533,31/12/2014,2014,-3.554,15090.06463,7027.76668,21035.79088,7 Fun
89565,31/12/2010,2010,72600,14467.81954,14159.86628,11971.21017,32 Telcm
89565,31/12/2011,2011,77206,14159.86628,18239.06248,15750.56612,32 Telcm
89565,31/12/2012,2012,79466,18239.06248,22896.4164,18118.7734,32 Telcm
89565,31/12/2013,2013,82629,22896.4164,23053.91903,19115.46554,32 Telcm
89626,31/12/2010,2010,27900.5,21508.02225,16113.40976,18465.45609,48 Fin
89626,31/12/2011,2011,28778.8,16113.40976,16813.92744,19439.43053,48 Fin
89626,31/12/2012,2012,28832.4,16813.92744,26194.02792,17819.12616,48 Fin
89626,31/12/2013,2013,28404.5,26194.02792,29737.8198,25261.04595,48 Fin
89626,31/12/2014,2014,28226.2,29737.8198,30526.5828,23715.10845,48 Fin
89641,30/06/2012,2012,3497,10916.55162,18447.09984,9793.89609,35 Hardw
89641,30/06/2013,2013,3510,18447.09984,21761.3935,16113.56071,35 Hardw
89641,30/06/2014,2014,2842,21761.3935,10860.81828,18553.94598,35 Hardw
89731,30/11/2010,2010,2608.949,487.20087,487.70074,354.49304,18 Cnstr
89731,30/11/2011,2011,2696.468,487.70074,955.99362,459.52804,18 Cnstr
89731,30/11/2012,2012,3422.064,955.99362,1055.53716,752.21109,18 Cnstr
89731,30/11/2013,2013,4180.701,1055.53716,1130.35133,887.44005,18 Cnstr
89731,30/11/2014,2014,4838.97,1130.35133,1257.75454,1112.19559,18 Cnstr
89757,31/01/2011,2010,8511,8113.2375,3396.6464,7426.02225,43 Rtail
89757,31/01/2012,2011,5097,3396.6464,4401.77936,7694.51664,43 Rtail
89813,31/12/2010,2010,4971.9,26003.11054,21641.8527,25163.46324,43 Rtail
89954,31/12/2010,2010,1476,32281.28871,29560.28732,29809.54048,32 Telcm
89954,31/12/2011,2011,-1336,29560.28732,29435.8944,37977.83682,32 Telcm
89954,31/12/2012,2012,-3759,29435.8944,35863.27236,31057.13592,32 Telcm
89954,31/12/2013,2013,-4740,35863.27236,43702.002,34022.87604,32 Telcm
90038,31/12/2010,2010,4780.537,4104.46008,3781.95448,3880.3969,46 Insur
90038,31/12/2011,2011,5059.396,3781.95448,2731.1676,3500.30889,46 Insur
90038,31/12/2012,2012,5346.654,2731.1676,4826.22729,2987.53,46 Insur
90038,31/12/2013,2013,4962.627,4826.22729,4807.54965,3919.61181,46 Insur
90038,31/12/2014,2014,5522.597,4807.54965,5302.67306,4696.19865,46 Insur
90071,31/12/2010,2010,10044,4830.22938,4167.00204,5393.89389,31 Util
90071,31/12/2011,2011,8875,4167.00204,7409.37813,5925.96762,31 Util
90071,31/12/2012,2012,10070,7409.37813,9288.50752,3953.20184,31 Util
90071,31/12/2013,2013,9624,9288.50752,9112.03755,8610.4296,31 Util
90071,31/12/2014,2014,9783,9112.03755,3697.85152,12545.3652,31 Util
90110,31/12/2010,2010,3187.9,9304.57382,5002.12122,9530.09325,13 Drugs
90110,31/12/2011,2011,2943.7,5002.12122,5161.4728,9506.1315,13 Drugs
90110,31/12/2012,2012,3046.1,5161.4728,6847.32,5776.52724,13 Drugs
90110,31/12/2013,2013,2965.1,6847.32,10363.6225,6340.03683,13 Drugs
90162,31/12/2010,2010,15482,6433.29144,3215.59805,6392.2756,46 Insur
90162,31/12/2011,2011,18177,3215.59805,3693.65832,5042.96708,46 Insur
90162,31/12/2012,2012,18082,3693.65832,7675.8578,2781.90698,46 Insur
90162,31/12/2013,2013,14599,7675.8578,4221.61,5626.17972,46 Insur
90162,31/12/2014,2014,15831,4221.61,1855.54445,8635.2894,46 Insur
90199,31/12/2010,2010,986.521,6612.86912,4991.67296,4379.35775,47 RlEst
90199,31/12/2011,2011,1300.45,4991.67296,6551.7367,8160.42357,47 RlEst
90199,31/12/2012,2012,1731.173,6551.7367,8715.6622,5367.09432,47 RlEst
90199,31/12/2013,2013,2056.562,8715.6622,11400.69475,7736.832,47 RlEst
90199,31/12/2014,2014,2409.063,11400.69475,11555.49486,10638.30528,47 RlEst
90215,31/01/2011,2010,1276.491,17344.8,13798.56,11045.034,36 Softw
90215,31/01/2012,2011,1666.101,13798.56,23870.20142,19948.422,36 Softw
90215,31/01/2013,2012,2371.245,23870.20142,33279.57,19079.87862,36 Softw
90215,31/01/2014,2013,3065.215,33279.57,37424.61,22523.7183,36 Softw
90215,31/01/2015,2014,3975.183,37424.61,52057.6,35661.12,36 Softw
90319,31/12/2010,2010,46241,144697.6184,167853.9136,109531.1192,36 Softw
90319,31/12/2011,2011,58432,167853.9136,189187.3662,128534.4354,36 Softw
90319,31/12/2012,2012,73587,189187.3662,313042.3096,151737.0335,36 Softw
90319,31/12/2013,2013,89256,313042.3096,152065.921,241166.7971,36 Softw
90319,31/12/2014,2014,106471,152065.921,227630.9467,163312.9422,36 Softw
90386,31/05/2012,2011,12771,15426.537,16813.10722,18680.81449,14 Chems
90386,31/05/2013,2012,14386.8,16813.10722,14049.63667,16247.40152,14 Chems
90386,31/12/2013,2013,12333.8,14049.63667,15382.45225,15981.30095,14 Chems
90386,31/12/2014,2014,11687.1,15382.45225,9252.00301,16814.53295,14 Chems
90441,30/06/2010,2010,28599,26532.71712,30039.09904,21799.09732,32 Telcm
90441,30/06/2011,2011,33218,30039.09904,39128.99819,32361.1755,32 Telcm
90441,30/06/2012,2012,27072,39128.99819,51684.81207,34968.90864,32 Telcm
90441,30/06/2013,2013,19278,51684.81207,51204.04233,49445.72118,32 Telcm
90441,30/06/2014,2014,20147,51204.04233,30764.34928,49501.9559,32 Telcm
90442,30/06/2010,2010,28599,13111.71482,14517.11178,11059.51585,32 Telcm
90442,30/06/2011,2011,33218,14517.11178,20953.19104,14437.25968,32 Telcm
90442,30/06/2012,2012,27072,20953.19104,27628.8266,17982.69292,32 Telcm
90442,30/06/2013,2013,19278,27628.8266,29457.43969,26207.45922,32 Telcm
90442,30/06/2014,2014,20147,29457.43969,21743.72683,27333.37383,32 Telcm
90537,31/12/2011,2011,7649.312,7894.85412,8799.7104,9937.86206,30 Oil
90537,31/12/2012,2012,7949.211,8799.7104,9495.16029,8210.14911,30 Oil
90537,31/12/2013,2013,8548.038,9495.16029,4175.15947,9518.03692,30 Oil
90537,31/12/2014,2014,6685.319,4175.15947,2552.8046,8532.05948,30 Oil
90547,31/12/2011,2011,8956.502,4490.63658,2147.66026,5492.19648,29 Coal
90562,31/12/2010,2010,8265.5,284.32386,242.95677,238.20354,4 Beer
90562,31/12/2011,2011,8103.5,242.95677,234.575,248.88382,4 Beer
90562,31/12/2012,2012,8915.4,234.575,305.91486,229.2045,4 Beer
90562,31/12/2013,2013,9550.3,305.91486,552.89925,263.37366,4 Beer
90562,31/12/2014,2014,8647.6,552.89925,513.71226,410.79528,4 Beer
90601,31/12/2010,2010,5416,4171.33059,4253.78403,3603.9171,48 Fin
90601,31/12/2011,2011,5646,4253.78403,4138.49394,4479.7192,48 Fin
90601,31/12/2012,2012,5921,4138.49394,6740.4086,3789.92526,48 Fin
90601,31/12/2013,2013,6892,6740.4086,8095.4082,5483.17659,48 Fin
90601,31/12/2014,2014,6419,8095.4082,9558.72708,6510.86856,48 Fin
90805,31/12/2010,2010,6529,5754.6,5817.74,4856.56,32 Telcm
90805,31/12/2011,2011,6854,5817.74,9204.6,5734.4,32 Telcm
90805,31/12/2012,2012,6563,9204.6,13309.824,7867.8,32 Telcm
90805,31/12/2013,2013,6833,13309.824,5105.49,11354.28,32 Telcm
90805,31/12/2014,2014,6189,5105.49,4002,11008.296,32 Telcm
90806,31/12/2010,2010,6529,296.555,297.71,251.93,32 Telcm
90806,31/12/2011,2011,6854,297.71,445.585,286.58,32 Telcm
90806,31/12/2012,2012,6563,445.585,633.71,381.29,32 Telcm
90806,31/12/2013,2013,6833,633.71,263.2,541.065,32 Telcm
90806,31/12/2014,2014,6189,263.2,193.13,522.13,32 Telcm
90808,31/12/2010,2010,2921.005,6231.02623,3505.06462,4859.83206,41 Trans
90808,31/12/2011,2011,2479.826,3505.06462,7528.2432,7203.7251,41 Trans
90808,31/12/2012,2012,2604.025,7528.2432,8142.27876,5909.87001,41 Trans
90808,31/12/2013,2013,2578.996,8142.27876,9753.83112,7406.69055,41 Trans
90808,31/12/2014,2014,2237.225,9753.83112,16902.9355,9017.6262,41 Trans
90829,31/12/2010,2010,5131.6,9613.083639,9479.95224,4508.2494,14 Chems
90829,31/12/2011,2011,5503.8,9479.95224,12772.87236,10126.99661,14 Chems
90829,31/12/2012,2012,6841,12772.87236,13356.22095,12716.70678,14 Chems
90829,31/12/2013,2013,5909.3,13356.22095,13554.7774,10167.892,14 Chems
90829,31/12/2014,2014,5028.3,13554.7774,9511.79075,12525.11869,14 Chems
90880,31/12/2010,2010,10725,14270.2131,11231.2982,9303.94469,48 Fin
90880,31/12/2011,2011,10255,11231.2982,12890.25608,13974.9988,48 Fin
90880,31/12/2012,2012,9092,12890.25608,22381.94205,11425.23798,48 Fin
90880,31/12/2013,2013,8192,22381.94205,24404.357,16299.66552,48 Fin
90880,31/12/2014,2014,8124,24404.357,18528.99904,22785.6,48 Fin
90979,31/12/2014,2014,1350.3,11951.8938,14519.15076,10348.82091,10 Clths
90993,31/12/2010,2010,3045.799,8715.94165,8758.31915,8357.89032,48 Fin
90993,31/12/2011,2011,3357.414,8758.31915,8980.43454,9169.05333,48 Fin
90993,31/12/2012,2012,3859.518,8980.43454,25873.89712,9892.40902,48 Fin
90993,31/12/2013,2013,15354,25873.89712,24715.5169,12935.77223,48 Fin
90993,31/12/2014,2014,14298,24715.5169,30429.33863,21753.15615,48 Fin
91063,30/09/2010,2010,9283,22030.40863,22323.556,17411.19699,32 Telcm
91063,30/09/2011,2011,8767,22323.556,23479.848,27208.041,32 Telcm
91063,30/09/2012,2012,7453,23479.848,33931.59,21901.916,32 Telcm
91063,30/09/2013,2013,5842,33931.59,26841.675,29055.613,32 Telcm
91063,30/09/2014,2014,3985,26841.675,14266.056,32376.309,32 Telcm
91066,30/09/2010,2010,9283,2383.48178,2741.162,1866.55138,32 Telcm
91066,30/09/2011,2011,8767,2741.162,2773.197,2967.46248,32 Telcm
91066,30/09/2012,2012,7453,2773.197,4476.27,2610.176,32 Telcm
91066,30/09/2013,2013,5842,4476.27,3820.3,3497.284,32 Telcm
91066,30/09/2014,2014,3985,3820.3,2177.505,4424.25,32 Telcm
91068,31/12/2011,2011,1108.607,10569.91073,9368.799845,9590.56461,44 Meals
91068,31/12/2012,2012,1294.873,9368.799845,16486.34525,12045.55517,44 Meals
91068,31/12/2013,2013,1593.722,16486.34525,21228.70894,11262.42316,44 Meals
91068,31/12/2014,2014,2052.898,21228.70894,14965.56211,18416.98864,44 Meals
91143,31/12/2010,2010,8803,7824.78,6838.2,7211.43,48 Fin
91143,31/12/2011,2011,8481,6838.2,7651.85632,8971.92027,48 Fin
91207,31/12/2010,2010,2499,11587.707,9370.07604,7850.86071,44 Meals
91207,31/12/2011,2011,3000,9370.07604,11241.24072,10931.94696,44 Meals
91207,31/12/2012,2012,3215,11241.24072,15215.6284,10483.19688,44 Meals
91207,31/12/2013,2013,3408,15215.6284,14477.07525,12294.43597,44 Meals
91207,31/12/2014,2014,1563,14477.07525,11687.46672,15517.19754,44 Meals
91233,31/12/2010,2010,5279,27460.1983,45246.18205,22113.9099,45 Banks
91233,31/12/2011,2011,5981,45246.18205,58597.91328,36361.1911,45 Banks
91233,31/12/2012,2012,7021,58597.91328,96747.10578,52149.11585,45 Banks
91233,31/12/2013,2013,7601,96747.10578,95889.1872,67134.921,45 Banks
91233,31/12/2014,2014,6905,95889.1872,107118.7822,82558.16553,45 Banks
91391,31/12/2010,2010,2598.2,7029.942,6883.162,5102.592,32 Telcm
91391,31/12/2011,2011,3349.6,6883.162,4870.296,6609.6,32 Telcm
91391,31/12/2012,2012,3001.1,4870.296,4757.676,5681.046,32 Telcm
91391,31/12/2013,2013,2878.5,4757.676,4967.63232,4570.488,32 Telcm
91391,31/12/2014,2014,2103.4,4967.63232,622.748,6002.892,32 Telcm
91392,31/12/2010,2010,3938,5242.01132,5826.50094,3624.81734,47 RlEst
91392,31/12/2011,2011,3297,5826.50094,7463.60707,5719.8943,47 RlEst
91392,31/12/2012,2012,3071,7463.60707,9602.32283,7695.18792,47 RlEst
91392,31/12/2013,2013,2796,9602.32283,10571.03488,7775.95456,47 RlEst
91392,31/12/2014,2014,2457,10571.03488,8435.1009,9639.61032,47 RlEst
